Title	Pseudo-title	Sub-title	Identifier	Date	Flight Line	Photo #	Scale	Latitude	Longitude	Thumbnail Link	Archive Link	Location in Drive	Corporate Name/Author	Personal Name/Author	Publisher	Publication Location	Set Date	Physical Description	General Note	Subject (Geographic)	Subject (Geographic)	Subject (Geographic)	Continent	Country	Province/State	Region	County	City	City Section	Area	Index	Condition Notes	Flightline String	Digital Archive Identifier
	Southern Ontario		OntarioS	1954		442773	[1:63,360]	44.152652	-77.742004	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442773.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442773
	Southern Ontario		OntarioS	1954		443773	[1:63,360]	44.270772	-77.744751	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443773.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73454		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443773
	Southern Ontario		OntarioS	1954		444773	[1:63,360]	44.386692	-77.747498	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444773.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444773
	Southern Ontario		OntarioS	1954		445773	[1:63,360]	44.510218	-77.750244	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-445773.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-445773
	Southern Ontario		OntarioS	1954		446773	[1:63,360]	44.635437	-77.750244	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-446773.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73445		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-446773
	Southern Ontario		OntarioS	1954		438772	[1:63,360]	43.931528	-77.379456	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-438772.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-438772
	Southern Ontario		OntarioS	1954		441772	[1:63,360]	44.052064	-77.382202	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-441772.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73347		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-441772
	Southern Ontario		OntarioS	1954		442772	[1:63,360]	44.172355	-77.387695	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442772.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442772
	Southern Ontario		OntarioS	1954		443772	[1:63,360]	44.290435	-77.384949	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443772.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73367		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443772
	Southern Ontario		OntarioS	1954		444772	[1:63,360]	44.41024	-77.387695	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444772.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444772
	Southern Ontario		OntarioS	1954		445772	[1:63,360]	44.535675	-77.390442	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-445772.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-445772
	Southern Ontario		OntarioS	1954		446772	[1:63,360]	44.654978	-77.393188	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-446772.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73361		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-446772
	Southern Ontario		OntarioS	1954		437771	[1:63,360]	43.806783	-77.091064	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-437771.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-437771
	Southern Ontario		OntarioS	1954		438771	[1:63,360]	43.92955	-77.093811	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-438771.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-438771
	Southern Ontario		OntarioS	1954		441771	[1:63,360]	44.05009	-77.093811	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-441771.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73295		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-441771
	Southern Ontario		OntarioS	1954		442771	[1:63,360]	44.168415	-77.096558	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442771.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73322		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442771
	Southern Ontario		OntarioS	1954		443771	[1:63,360]	44.288469	-77.099304	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443771.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443771
	Southern Ontario		OntarioS	1954		444771	[1:63,360]	44.414164	-77.102051	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444771.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73400		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444771
	Southern Ontario		OntarioS	1954		445771	[1:63,360]	44.543505	-77.104797	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-445771.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-445771
	Southern Ontario		OntarioS	1954		446771	[1:63,360]	44.664746	-77.104797	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-446771.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73374		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-446771
	Southern Ontario		OntarioS	1954		438764	[1:63,360]	43.939439	-76.849365	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-438764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73537		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-438764
	Southern Ontario		OntarioS	1954		441764	[1:63,360]	44.059959	-76.849365	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-441764.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-441764
	Southern Ontario		OntarioS	1954		442764	[1:63,360]	44.182204	-76.849365	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73293		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442764
	Southern Ontario		OntarioS	1954		443764	[1:63,360]	44.298299	-76.857605	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73447		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443764
	Southern Ontario		OntarioS	1954		444764	[1:63,360]	44.418088	-76.857605	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73323		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444764
	Southern Ontario		OntarioS	1954		445764	[1:63,360]	44.533717	-76.857605	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-445764.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73302		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-445764
	Southern Ontario		OntarioS	1954		446764	[1:63,360]	44.668653	-76.868591	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-446764.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-446764
	Southern Ontario		OntarioS	1954		438763	[1:63,360]	43.939439	-76.621399	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-438763.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-438763
	Southern Ontario		OntarioS	1954		441763	[1:63,360]	44.054038	-76.624146	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-441763.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73508		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-441763
	Southern Ontario		OntarioS	1954		442763	[1:63,360]	44.172355	-76.626892	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442763.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73452		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442763
	Southern Ontario		OntarioS	1954		443763	[1:63,360]	44.290435	-76.629639	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-443763.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-443763
	Southern Ontario		OntarioS	1954		444763	[1:63,360]	44.414164	-76.635132	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-444763.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-444763
	Southern Ontario		OntarioS	1954		445763	[1:63,360]	44.535675	-76.637878	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-445763.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73416		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-445763
	Southern Ontario		OntarioS	1954		446763	[1:63,360]	44.6667	-76.640625	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-446763.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-446763
	Southern Ontario		OntarioS	1954		447763	[1:63,360]	44.768187	-76.646118	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-447763.jpg			Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-447763
	Southern Ontario		OntarioS	1954		442762	[1:63,360]	44.172355	-76.387939	http://library.mcmaster.ca/maps/airphotos/thumbnails/AirPhotos_OntarioS_1954-1955-442762.jpg	http://digitalarchive.mcmaster.ca/islandora/object/macrepo%3A73344		Ontario. Department of Lands and Forests		[Publisher unknown]	[Place of publication unknown]	1954-1955	1 remote-sensing image ; various sizes.	Shows all of Southern Ontario from Windsor to the Quebec boundary. Includes all of the Bruce Peninsula, and southern part of Muskoka District, Frontenac, and Lanark Counties. On verso: Ontario Crown copyright, not to be sold or reproduced without permission of Dept. Lands and Forests. Source: Ontario Dept. of Lands and Forests [Air Photos of Southern Ontario], 1954-1955.	Ontario, Southern			North America	Canada	Ontario						2 sheets encapsulated			AirPhotos_OntarioS_1954-1955-442762
